"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_024_1"
"Cycles: 2010 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, A level points (equivalent grade profile), A level only status, Ethnic group, Applicant type                                                "
"Coverage: UK, 18 year old applicants with at least 3 achieved A levels"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -     8064 lines in total"
"------------------------------------------------------------------"
Year,A level points (equivalent grade profile),A level only status,Ethnic group,Applicant type,Applicants,
2010,All,All,All,All,178155
2011,All,All,All,All,178420
2012,All,All,All,All,171005
2013,All,All,All,All,169585
2014,All,All,All,All,167050
2015,All,All,All,All,171340
2016,All,All,All,All,170850
2017,All,All,All,All,171380
2018,All,All,All,All,165810
2019,All,All,All,All,163695
2020,All,All,All,All,168720
2021,All,All,All,All,181845
2010,All,All,All,Main scheme applicant,178105
2010,All,All,All,Non-main scheme applicant,50
2011,All,All,All,Main scheme applicant,178325
2011,All,All,All,Non-main scheme applicant,100
2012,All,All,All,Main scheme applicant,170925
2012,All,All,All,Non-main scheme applicant,80
2013,All,All,All,Main scheme applicant,169495
2013,All,All,All,Non-main scheme applicant,90
2014,All,All,All,Main scheme applicant,166990
2014,All,All,All,Non-main scheme applicant,55
2015,All,All,All,Main scheme applicant,171240
2015,All,All,All,Non-main scheme applicant,105
2016,All,All,All,Main scheme applicant,170750
2016,All,All,All,Non-main scheme applicant,100
2017,All,All,All,Main scheme applicant,171190
2017,All,All,All,Non-main scheme applicant,190
2018,All,All,All,Main scheme applicant,165685
2018,All,All,All,Non-main scheme applicant,125
2019,All,All,All,Main scheme applicant,162810
2019,All,All,All,Non-main scheme applicant,885
2020,All,All,All,Main scheme applicant,167710
2020,All,All,All,Non-main scheme applicant,1010
2021,All,All,All,Main scheme applicant,181320
2021,All,All,All,Non-main scheme applicant,520
2010,All,All,Asian,All,17050
2010,All,All,Black,All,5225
2010,All,All,Mixed,All,5495
2010,All,All,Other,All,1425
2010,All,All,Unknown or Prefer Not To Say,All,1140
2010,All,All,White,All,147825
2011,All,All,Asian,All,17465
2011,All,All,Black,All,5760
2011,All,All,Mixed,All,6085
2011,All,All,Other,All,1535
2011,All,All,Unknown or Prefer Not To Say,All,1030
2011,All,All,White,All,146545
2012,All,All,Asian,All,17215
2012,All,All,Black,All,5875
2012,All,All,Mixed,All,5985
2012,All,All,Other,All,1730
2012,All,All,Unknown or Prefer Not To Say,All,930
2012,All,All,White,All,139270
2013,All,All,Asian,All,17585
2013,All,All,Black,All,6420
2013,All,All,Mixed,All,6250
2013,All,All,Other,All,1750
2013,All,All,Unknown or Prefer Not To Say,All,795
2013,All,All,White,All,136780
2014,All,All,Asian,All,18185
2014,All,All,Black,All,6570
2014,All,All,Mixed,All,6460
2014,All,All,Other,All,1950
2014,All,All,Unknown or Prefer Not To Say,All,770
2014,All,All,White,All,133115
2015,All,All,Asian,All,19005
2015,All,All,Black,All,6975
2015,All,All,Mixed,All,7115
2015,All,All,Other,All,2060
2015,All,All,Unknown or Prefer Not To Say,All,1060
2015,All,All,White,All,135125
2016,All,All,Asian,All,20000
2016,All,All,Black,All,7145
2016,All,All,Mixed,All,7375
2016,All,All,Other,All,2180
2016,All,All,Unknown or Prefer Not To Say,All,1140
2016,All,All,White,All,133000
2017,All,All,Asian,All,21105
2017,All,All,Black,All,7355
2017,All,All,Mixed,All,7860
2017,All,All,Other,All,2480
2017,All,All,Unknown or Prefer Not To Say,All,1120
2017,All,All,White,All,131465
2018,All,All,Asian,All,22325
2018,All,All,Black,All,7705
2018,All,All,Mixed,All,7895
2018,All,All,Other,All,2615
2018,All,All,Unknown or Prefer Not To Say,All,1215
2018,All,All,White,All,124060
2019,All,All,Asian,All,24395
2019,All,All,Black,All,8420
2019,All,All,Mixed,All,8360
2019,All,All,Other,All,3015
2019,All,All,Unknown or Prefer Not To Say,All,1230
2019,All,All,White,All,118275
2020,All,All,Asian,All,27380
2020,All,All,Black,All,9445
2020,All,All,Mixed,All,9170
2020,All,All,Other,All,3370
2020,All,All,Unknown or Prefer Not To Say,All,1330
2020,All,All,White,All,118025
2021,All,All,Asian,All,30405
2021,All,All,Black,All,10520
2021,All,All,Mixed,All,10335
2021,All,All,Other,All,3800
2021,All,All,Unknown or Prefer Not To Say,All,1500
2021,All,All,White,All,125280
2010,All,All,Asian,Main scheme applicant,17045
2010,All,All,Asian,Non-main scheme applicant,5
2010,All,All,Black,Main scheme applicant,5225
2010,All,All,Mixed,Main scheme applicant,5495
2010,All,All,Other,Main scheme applicant,1425
2010,All,All,Unknown or Prefer Not To Say,Main scheme applicant,1140
2010,All,All,White,Main scheme applicant,147780
2010,All,All,White,Non-main scheme applicant,45
2011,All,All,Asian,Main scheme applicant,17450
2011,All,All,Asian,Non-main scheme applicant,15
2011,All,All,Black,Main scheme applicant,5755
2011,All,All,Black,Non-main scheme applicant,5
2011,All,All,Mixed,Main scheme applicant,6085
2011,All,All,Mixed,Non-main scheme applicant,5
2011,All,All,Other,Main scheme applicant,1535
2011,All,All,Unknown or Prefer Not To Say,Main scheme applicant,1030
2011,All,All,White,Main scheme applicant,146470
2011,All,All,White,Non-main scheme applicant,70
2012,All,All,Asian,Main scheme applicant,17200
2012,All,All,Asian,Non-main scheme applicant,15
2012,All,All,Black,Main scheme applicant,5865
2012,All,All,Black,Non-main scheme applicant,10
2012,All,All,Mixed,Main scheme applicant,5985
2012,All,All,Other,Main scheme applicant,1730
2012,All,All,Unknown or Prefer Not To Say,Main scheme applicant,930
2012,All,All,White,Main scheme applicant,139215
2012,All,All,White,Non-main scheme applicant,55
2013,All,All,Asian,Main scheme applicant,17570
2013,All,All,Asian,Non-main scheme applicant,15
2013,All,All,Black,Main scheme applicant,6420
2013,All,All,Black,Non-main scheme applicant,5
2013,All,All,Mixed,Main scheme applicant,6245
2013,All,All,Other,Main scheme applicant,1750
2013,All,All,Unknown or Prefer Not To Say,Main scheme applicant,795
2013,All,All,White,Main scheme applicant,136715
2013,All,All,White,Non-main scheme applicant,65
2014,All,All,Asian,Main scheme applicant,18180
2014,All,All,Asian,Non-main scheme applicant,10
2014,All,All,Black,Main scheme applicant,6565
2014,All,All,Black,Non-main scheme applicant,5
2014,All,All,Mixed,Main scheme applicant,6460
2014,All,All,Other,Main scheme applicant,1945
2014,All,All,Unknown or Prefer Not To Say,Main scheme applicant,770
2014,All,All,White,Main scheme applicant,133075
