"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_010_1"
"Cycles: 2007 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, School type, Domicile, Gender, Age group, Applicant type                                          "
"Coverage: UK, 18 and 19 year old, main scheme applicants"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -     9976 lines in total"
"------------------------------------------------------------------"
Year,School type,Domicile,Gender,Age group,Applicant type,Applicants,
2007,All,All,All,All,All,304835
2008,All,All,All,All,All,323210
2009,All,All,All,All,All,344450
2010,All,All,All,All,All,370745
2011,All,All,All,All,All,374945
2012,All,All,All,All,All,346950
2013,All,All,All,All,All,358890
2014,All,All,All,All,All,367400
2015,All,All,All,All,All,378325
2016,All,All,All,All,All,380230
2017,All,All,All,All,All,374340
2018,All,All,All,All,All,363955
2019,All,All,All,All,All,363405
2020,All,All,All,All,All,364965
2021,All,All,All,All,All,393205
2007,All,All,All,All,Main scheme applicant,304835
2008,All,All,All,All,Main scheme applicant,323210
2009,All,All,All,All,Main scheme applicant,344450
2010,All,All,All,All,Main scheme applicant,370745
2011,All,All,All,All,Main scheme applicant,374945
2012,All,All,All,All,Main scheme applicant,346950
2013,All,All,All,All,Main scheme applicant,358890
2014,All,All,All,All,Main scheme applicant,367400
2015,All,All,All,All,Main scheme applicant,378325
2016,All,All,All,All,Main scheme applicant,380230
2017,All,All,All,All,Main scheme applicant,374340
2018,All,All,All,All,Main scheme applicant,363955
2019,All,All,All,All,Main scheme applicant,363405
2020,All,All,All,All,Main scheme applicant,364965
2021,All,All,All,All,Main scheme applicant,393205
2007,All,All,All,18,All,227795
2007,All,All,All,19,All,77035
2008,All,All,All,18,All,240020
2008,All,All,All,19,All,83190
2009,All,All,All,18,All,253535
2009,All,All,All,19,All,90910
2010,All,All,All,18,All,268370
2010,All,All,All,19,All,102375
2011,All,All,All,18,All,267410
2011,All,All,All,19,All,107535
2012,All,All,All,18,All,257430
2012,All,All,All,19,All,89520
2013,All,All,All,18,All,259410
2013,All,All,All,19,All,99475
2014,All,All,All,18,All,265980
2014,All,All,All,19,All,101415
2015,All,All,All,18,All,275875
2015,All,All,All,19,All,102450
2016,All,All,All,18,All,277495
2016,All,All,All,19,All,102735
2017,All,All,All,18,All,278145
2017,All,All,All,19,All,96195
2018,All,All,All,18,All,272925
2018,All,All,All,19,All,91030
2019,All,All,All,18,All,275535
2019,All,All,All,19,All,87870
2020,All,All,All,18,All,281995
2020,All,All,All,19,All,82970
2021,All,All,All,18,All,311080
2021,All,All,All,19,All,82125
2007,All,All,All,18,Main scheme applicant,227795
2007,All,All,All,19,Main scheme applicant,77035
2008,All,All,All,18,Main scheme applicant,240020
2008,All,All,All,19,Main scheme applicant,83190
2009,All,All,All,18,Main scheme applicant,253535
2009,All,All,All,19,Main scheme applicant,90910
2010,All,All,All,18,Main scheme applicant,268370
2010,All,All,All,19,Main scheme applicant,102375
2011,All,All,All,18,Main scheme applicant,267410
2011,All,All,All,19,Main scheme applicant,107535
2012,All,All,All,18,Main scheme applicant,257430
2012,All,All,All,19,Main scheme applicant,89520
2013,All,All,All,18,Main scheme applicant,259410
2013,All,All,All,19,Main scheme applicant,99475
2014,All,All,All,18,Main scheme applicant,265980
2014,All,All,All,19,Main scheme applicant,101415
2015,All,All,All,18,Main scheme applicant,275875
2015,All,All,All,19,Main scheme applicant,102450
2016,All,All,All,18,Main scheme applicant,277495
2016,All,All,All,19,Main scheme applicant,102735
2017,All,All,All,18,Main scheme applicant,278145
2017,All,All,All,19,Main scheme applicant,96195
2018,All,All,All,18,Main scheme applicant,272925
2018,All,All,All,19,Main scheme applicant,91030
2019,All,All,All,18,Main scheme applicant,275535
2019,All,All,All,19,Main scheme applicant,87870
2020,All,All,All,18,Main scheme applicant,281995
2020,All,All,All,19,Main scheme applicant,82970
2021,All,All,All,18,Main scheme applicant,311080
2021,All,All,All,19,Main scheme applicant,82125
2007,All,All,Men,All,All,135965
2007,All,All,Women,All,All,168865
2008,All,All,Men,All,All,142355
2008,All,All,Women,All,All,180850
2009,All,All,Men,All,All,153870
2009,All,All,Women,All,All,190580
2010,All,All,Men,All,All,166400
2010,All,All,Women,All,All,204345
2011,All,All,Men,All,All,168525
2011,All,All,Women,All,All,206420
2012,All,All,Men,All,All,154150
2012,All,All,Women,All,All,192800
2013,All,All,Men,All,All,160335
2013,All,All,Women,All,All,198555
2014,All,All,Men,All,All,163895
2014,All,All,Women,All,All,203500
2015,All,All,Men,All,All,166910
2015,All,All,Women,All,All,211415
2016,All,All,Men,All,All,167325
2016,All,All,Women,All,All,212905
2017,All,All,Men,All,All,165040
2017,All,All,Women,All,All,209300
2018,All,All,Men,All,All,159325
2018,All,All,Women,All,All,204630
2019,All,All,Men,All,All,157945
2019,All,All,Women,All,All,205460
2020,All,All,Men,All,All,156910
2020,All,All,Women,All,All,208060
2021,All,All,Men,All,All,169590
2021,All,All,Women,All,All,223615
2007,All,All,Men,All,Main scheme applicant,135965
2007,All,All,Women,All,Main scheme applicant,168865
2008,All,All,Men,All,Main scheme applicant,142355
2008,All,All,Women,All,Main scheme applicant,180850
2009,All,All,Men,All,Main scheme applicant,153870
2009,All,All,Women,All,Main scheme applicant,190580
2010,All,All,Men,All,Main scheme applicant,166400
2010,All,All,Women,All,Main scheme applicant,204345
2011,All,All,Men,All,Main scheme applicant,168525
2011,All,All,Women,All,Main scheme applicant,206420
2012,All,All,Men,All,Main scheme applicant,154150
2012,All,All,Women,All,Main scheme applicant,192800
2013,All,All,Men,All,Main scheme applicant,160335
2013,All,All,Women,All,Main scheme applicant,198555
2014,All,All,Men,All,Main scheme applicant,163895
2014,All,All,Women,All,Main scheme applicant,203500
2015,All,All,Men,All,Main scheme applicant,166910
2015,All,All,Women,All,Main scheme applicant,211415
2016,All,All,Men,All,Main scheme applicant,167325
2016,All,All,Women,All,Main scheme applicant,212905
2017,All,All,Men,All,Main scheme applicant,165040
2017,All,All,Women,All,Main scheme applicant,209300
2018,All,All,Men,All,Main scheme applicant,159325
2018,All,All,Women,All,Main scheme applicant,204630
2019,All,All,Men,All,Main scheme applicant,157945
2019,All,All,Women,All,Main scheme applicant,205460
2020,All,All,Men,All,Main scheme applicant,156910
2020,All,All,Women,All,Main scheme applicant,208060
2021,All,All,Men,All,Main scheme applicant,169590
2021,All,All,Women,All,Main scheme applicant,223615
2007,All,All,Men,18,All,100695
2007,All,All,Men,19,All,35275
2007,All,All,Women,18,All,127105
2007,All,All,Women,19,All,41765
2008,All,All,Men,18,All,104950
2008,All,All,Men,19,All,37410
2008,All,All,Women,18,All,135070
