"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_018_1"
"Cycles: 2010 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, Difference between predicted and achieved A level points, Domicile, Gender, Age group, Applicant type                                         "
"Coverage: UK, 18 year old, main scheme applicants with at least 3 predicted A levels"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -     8756 lines in total"
"------------------------------------------------------------------"
Year,Difference between predicted and achieved A level points,Domicile,Gender,Age group,Applicant type,Applicants,
2010,All,All,All,All,All,181990
2011,All,All,All,All,All,181405
2012,All,All,All,All,All,173800
2013,All,All,All,All,All,173070
2014,All,All,All,All,All,170795
2015,All,All,All,All,All,175020
2016,All,All,All,All,All,174660
2017,All,All,All,All,All,176340
2018,All,All,All,All,All,171360
2019,All,All,All,All,All,169400
2020,All,All,All,All,All,168770
2021,All,All,All,All,All,182055
2010,All,All,All,All,Main scheme applicant,181990
2011,All,All,All,All,Main scheme applicant,181405
2012,All,All,All,All,Main scheme applicant,173800
2013,All,All,All,All,Main scheme applicant,173070
2014,All,All,All,All,Main scheme applicant,170795
2015,All,All,All,All,Main scheme applicant,175020
2016,All,All,All,All,Main scheme applicant,174660
2017,All,All,All,All,Main scheme applicant,176340
2018,All,All,All,All,Main scheme applicant,171360
2019,All,All,All,All,Main scheme applicant,169400
2020,All,All,All,All,Main scheme applicant,168770
2021,All,All,All,All,Main scheme applicant,182055
2010,All,All,All,18,All,181990
2011,All,All,All,18,All,181405
2012,All,All,All,18,All,173800
2013,All,All,All,18,All,173070
2014,All,All,All,18,All,170795
2015,All,All,All,18,All,175020
2016,All,All,All,18,All,174660
2017,All,All,All,18,All,176340
2018,All,All,All,18,All,171360
2019,All,All,All,18,All,169400
2020,All,All,All,18,All,168770
2021,All,All,All,18,All,182055
2010,All,All,All,18,Main scheme applicant,181990
2011,All,All,All,18,Main scheme applicant,181405
2012,All,All,All,18,Main scheme applicant,173800
2013,All,All,All,18,Main scheme applicant,173070
2014,All,All,All,18,Main scheme applicant,170795
2015,All,All,All,18,Main scheme applicant,175020
2016,All,All,All,18,Main scheme applicant,174660
2017,All,All,All,18,Main scheme applicant,176340
2018,All,All,All,18,Main scheme applicant,171360
2019,All,All,All,18,Main scheme applicant,169400
2020,All,All,All,18,Main scheme applicant,168770
2021,All,All,All,18,Main scheme applicant,182055
2010,All,All,Men,All,All,81020
2010,All,All,Women,All,All,100970
2011,All,All,Men,All,All,80430
2011,All,All,Women,All,All,100975
2012,All,All,Men,All,All,76025
2012,All,All,Women,All,All,97775
2013,All,All,Men,All,All,75580
2013,All,All,Women,All,All,97490
2014,All,All,Men,All,All,74425
2014,All,All,Women,All,All,96370
2015,All,All,Men,All,All,74920
2015,All,All,Women,All,All,100100
2016,All,All,Men,All,All,74730
2016,All,All,Women,All,All,99930
2017,All,All,Men,All,All,75780
2017,All,All,Women,All,All,100560
2018,All,All,Men,All,All,73830
2018,All,All,Women,All,All,97530
2019,All,All,Men,All,All,73630
2019,All,All,Women,All,All,95770
2020,All,All,Men,All,All,72875
2020,All,All,Women,All,All,95895
2021,All,All,Men,All,All,79805
2021,All,All,Women,All,All,102250
2010,All,All,Men,All,Main scheme applicant,81020
2010,All,All,Women,All,Main scheme applicant,100970
2011,All,All,Men,All,Main scheme applicant,80430
2011,All,All,Women,All,Main scheme applicant,100975
2012,All,All,Men,All,Main scheme applicant,76025
2012,All,All,Women,All,Main scheme applicant,97775
2013,All,All,Men,All,Main scheme applicant,75580
2013,All,All,Women,All,Main scheme applicant,97490
2014,All,All,Men,All,Main scheme applicant,74425
2014,All,All,Women,All,Main scheme applicant,96370
2015,All,All,Men,All,Main scheme applicant,74920
2015,All,All,Women,All,Main scheme applicant,100100
2016,All,All,Men,All,Main scheme applicant,74730
2016,All,All,Women,All,Main scheme applicant,99930
2017,All,All,Men,All,Main scheme applicant,75780
2017,All,All,Women,All,Main scheme applicant,100560
2018,All,All,Men,All,Main scheme applicant,73830
2018,All,All,Women,All,Main scheme applicant,97530
2019,All,All,Men,All,Main scheme applicant,73630
2019,All,All,Women,All,Main scheme applicant,95770
2020,All,All,Men,All,Main scheme applicant,72875
2020,All,All,Women,All,Main scheme applicant,95895
2021,All,All,Men,All,Main scheme applicant,79805
2021,All,All,Women,All,Main scheme applicant,102250
2010,All,All,Men,18,All,81020
2010,All,All,Women,18,All,100970
2011,All,All,Men,18,All,80430
2011,All,All,Women,18,All,100975
2012,All,All,Men,18,All,76025
2012,All,All,Women,18,All,97775
2013,All,All,Men,18,All,75580
2013,All,All,Women,18,All,97490
2014,All,All,Men,18,All,74425
2014,All,All,Women,18,All,96370
2015,All,All,Men,18,All,74920
2015,All,All,Women,18,All,100100
2016,All,All,Men,18,All,74730
2016,All,All,Women,18,All,99930
2017,All,All,Men,18,All,75780
2017,All,All,Women,18,All,100560
2018,All,All,Men,18,All,73830
2018,All,All,Women,18,All,97530
2019,All,All,Men,18,All,73630
2019,All,All,Women,18,All,95770
2020,All,All,Men,18,All,72875
2020,All,All,Women,18,All,95895
2021,All,All,Men,18,All,79805
2021,All,All,Women,18,All,102250
2010,All,All,Men,18,Main scheme applicant,81020
2010,All,All,Women,18,Main scheme applicant,100970
2011,All,All,Men,18,Main scheme applicant,80430
2011,All,All,Women,18,Main scheme applicant,100975
2012,All,All,Men,18,Main scheme applicant,76025
2012,All,All,Women,18,Main scheme applicant,97775
2013,All,All,Men,18,Main scheme applicant,75580
2013,All,All,Women,18,Main scheme applicant,97490
2014,All,All,Men,18,Main scheme applicant,74425
2014,All,All,Women,18,Main scheme applicant,96370
2015,All,All,Men,18,Main scheme applicant,74920
2015,All,All,Women,18,Main scheme applicant,100100
2016,All,All,Men,18,Main scheme applicant,74730
2016,All,All,Women,18,Main scheme applicant,99930
2017,All,All,Men,18,Main scheme applicant,75780
2017,All,All,Women,18,Main scheme applicant,100560
2018,All,All,Men,18,Main scheme applicant,73830
2018,All,All,Women,18,Main scheme applicant,97530
2019,All,All,Men,18,Main scheme applicant,73630
2019,All,All,Women,18,Main scheme applicant,95770
2020,All,All,Men,18,Main scheme applicant,72875
2020,All,All,Women,18,Main scheme applicant,95895
2021,All,All,Men,18,Main scheme applicant,79805
2021,All,All,Women,18,Main scheme applicant,102250
2010,All,England,All,All,All,164090
2010,All,Northern Ireland,All,All,All,9180
2010,All,Scotland,All,All,All,275
2010,All,Wales,All,All,All,8440
2011,All,England,All,All,All,164105
2011,All,Northern Ireland,All,All,All,9005
2011,All,Scotland,All,All,All,235
2011,All,Wales,All,All,All,8060
2012,All,England,All,All,All,156860
2012,All,Northern Ireland,All,All,All,9005
2012,All,Scotland,All,All,All,250
2012,All,Wales,All,All,All,7685
2013,All,England,All,All,All,156285
2013,All,Northern Ireland,All,All,All,9205
2013,All,Scotland,All,All,All,230
2013,All,Wales,All,All,All,7350
2014,All,England,All,All,All,154515
2014,All,Northern Ireland,All,All,All,8880
2014,All,Scotland,All,All,All,230
2014,All,Wales,All,All,All,7175
2015,All,England,All,All,All,158445
2015,All,Northern Ireland,All,All,All,9030
2015,All,Scotland,All,All,All,220
2015,All,Wales,All,All,All,7330
2016,All,England,All,All,All,158520
2016,All,Northern Ireland,All,All,All,8675
2016,All,Scotland,All,All,All,190
2016,All,Wales,All,All,All,7280
2017,All,England,All,All,All,160915
2017,All,Northern Ireland,All,All,All,8440
2017,All,Scotland,All,All,All,220
2017,All,Wales,All,All,All,6770
2018,All,England,All,All,All,157255
2018,All,Northern Ireland,All,All,All,7690
2018,All,Scotland,All,All,All,185
2018,All,Wales,All,All,All,6230
2019,All,England,All,All,All,156430
2019,All,Northern Ireland,All,All,All,6600
2019,All,Scotland,All,All,All,180
2019,All,Wales,All,All,All,6190
2020,All,England,All,All,All,156265
2020,All,Northern Ireland,All,All,All,6550
2020,All,Scotland,All,All,All,140
2020,All,Wales,All,All,All,5815
2021,All,England,All,All,All,167625
2021,All,Northern Ireland,All,All,All,7070
2021,All,Scotland,All,All,All,180
2021,All,Wales,All,All,All,7185
2010,All,England,All,All,Main scheme applicant,164090
2010,All,Northern Ireland,All,All,Main scheme applicant,9180
2010,All,Scotland,All,All,Main scheme applicant,275
2010,All,Wales,All,All,Main scheme applicant,8440
2011,All,England,All,All,Main scheme applicant,164105
2011,All,Northern Ireland,All,All,Main scheme applicant,9005
2011,All,Scotland,All,All,Main scheme applicant,235
2011,All,Wales,All,All,Main scheme applicant,8060
2012,All,England,All,All,Main scheme applicant,156860
2012,All,Northern Ireland,All,All,Main scheme applicant,9005
2012,All,Scotland,All,All,Main scheme applicant,250
2012,All,Wales,All,All,Main scheme applicant,7685
2013,All,England,All,All,Main scheme applicant,156285
2013,All,Northern Ireland,All,All,Main scheme applicant,9205
2013,All,Scotland,All,All,Main scheme applicant,230
2013,All,Wales,All,All,Main scheme applicant,7350
2014,All,England,All,All,Main scheme applicant,154515
2014,All,Northern Ireland,All,All,Main scheme applicant,8880
2014,All,Scotland,All,All,Main scheme applicant,230
2014,All,Wales,All,All,Main scheme applicant,7175
2015,All,England,All,All,Main scheme applicant,158445
2015,All,Northern Ireland,All,All,Main scheme applicant,9030
2015,All,Scotland,All,All,Main scheme applicant,220
2015,All,Wales,All,All,Main scheme applicant,7330
2016,All,England,All,All,Main scheme applicant,158520
2016,All,Northern Ireland,All,All,Main scheme applicant,8675
2016,All,Scotland,All,All,Main scheme applicant,190
2016,All,Wales,All,All,Main scheme applicant,7280
2017,All,England,All,All,Main scheme applicant,160915
2017,All,Northern Ireland,All,All,Main scheme applicant,8440
