"------------------------------------------------------------------"
"UCAS Analysis & Insights - 2021 cycle applicant figures"
"------------------------------------------------------------------"
"Published on 9 December 2021"
"------------------------------------------------------------------"
"File name: EOC_data_resource_2021_012_1"
"Cycles: 2006 - 2021"
"Cycle reference point: End of cycle"
"Analysis classes: Year, Number of applications, Domicile, Gender, Age group, Applicant type                                               "
"Coverage: Main scheme applicants"
"------------------------------------------------------------------"
"Technical notes and definitions available on ucas.com."
"Data lines are comma delimited."
"Data follows -    36418 lines in total"
"------------------------------------------------------------------"
Year,Number of applications,Domicile,Gender,Age group,Applicant type,Applicants,
2006,All,All,All,All,All,467200
2007,All,All,All,All,All,492740
2008,All,All,All,All,All,538110
2009,All,All,All,All,All,590185
2010,All,All,All,All,All,657955
2011,All,All,All,All,All,667950
2012,All,All,All,All,All,616520
2013,All,All,All,All,All,635780
2014,All,All,All,All,All,658895
2015,All,All,All,All,All,672900
2016,All,All,All,All,All,674740
2017,All,All,All,All,All,649565
2018,All,All,All,All,All,636820
2019,All,All,All,All,All,637950
2020,All,All,All,All,All,652675
2021,All,All,All,All,All,681880
2006,All,All,All,All,Main scheme applicant,467200
2007,All,All,All,All,Main scheme applicant,492740
2008,All,All,All,All,Main scheme applicant,538110
2009,All,All,All,All,Main scheme applicant,590185
2010,All,All,All,All,Main scheme applicant,657955
2011,All,All,All,All,Main scheme applicant,667950
2012,All,All,All,All,Main scheme applicant,616520
2013,All,All,All,All,Main scheme applicant,635780
2014,All,All,All,All,Main scheme applicant,658895
2015,All,All,All,All,Main scheme applicant,672900
2016,All,All,All,All,Main scheme applicant,674740
2017,All,All,All,All,Main scheme applicant,649565
2018,All,All,All,All,Main scheme applicant,636820
2019,All,All,All,All,Main scheme applicant,637950
2020,All,All,All,All,Main scheme applicant,652675
2021,All,All,All,All,Main scheme applicant,681880
2006,All,All,All,17 and under,All,7225
2006,All,All,All,18,All,243970
2006,All,All,All,19,All,78565
2006,All,All,All,20,All,33905
2006,All,All,All,21-24,All,52250
2006,All,All,All,25-29,All,22395
2006,All,All,All,30-34,All,11390
2006,All,All,All,35 and over,All,17500
2007,All,All,All,17 and under,All,7775
2007,All,All,All,18,All,247265
2007,All,All,All,19,All,94315
2007,All,All,All,20,All,36725
2007,All,All,All,21-24,All,55615
2007,All,All,All,25-29,All,22725
2007,All,All,All,30-34,All,10955
2007,All,All,All,35 and over,All,17370
2008,All,All,All,17 and under,All,7940
2008,All,All,All,18,All,261395
2008,All,All,All,19,All,102460
2008,All,All,All,20,All,43345
2008,All,All,All,21-24,All,62195
2008,All,All,All,25-29,All,26635
2008,All,All,All,30-34,All,12850
2008,All,All,All,35 and over,All,21290
2009,All,All,All,17 and under,All,8540
2009,All,All,All,18,All,277335
2009,All,All,All,19,All,112720
2009,All,All,All,20,All,47615
2009,All,All,All,21-24,All,71530
2009,All,All,All,25-29,All,30775
2009,All,All,All,30-34,All,15845
2009,All,All,All,35 and over,All,25825
2010,All,All,All,17 and under,All,8955
2010,All,All,All,18,All,296270
2010,All,All,All,19,All,127970
2010,All,All,All,20,All,53695
2010,All,All,All,21-24,All,82345
2010,All,All,All,25-29,All,37410
2010,All,All,All,30-34,All,19675
